text,category,stance,"('text', 'dialect')"
نائبه الرئيس الاميركي، كامالا هاريس عبر تويتر:  العائلات والشركات بحاجه الي مساعدتنا، الان..لهذا السبب ندعو الكونغرس لتمرير خطه الانقاذ الاميركيه، والتي ستوفر:    تطعيم الناس ضد الفيروس    حصول الافراد علي اعانات اقتصاديه   مساعده الشركات الصغيره  ,plan,1,"('نائب رئيس أميركي ، كامالا هاريس عبر تويتر : عائل شرك حاج إلى مساعد ، آن . . هذا سبب دعو كونغرس تمرير خط إنقاذ أميركي ، التي وفر : تطعيم ناس ضد فيروس حصول أفراد على إعان ٱقتصادي مساعد شرك صغير', 'Modern Standard Arabic')"
 نريد لقاح امن حتي نامن صحه اطفالنا في المستقبل,requests,1,"('ريد لقاح آمن حتى أمن صح أطفال في مستقبل', 'Modern Standard Arabic')"
الملك محمد السادس يتلقي الجرعه الاولي من اللقاح المضاد لكوفيد 19. وذلك عند اشرافه اليوم الخميس بالقصر الملكي بفاس، علي اطلاق الحمله الوطنيه للتلقيح ضد الفيروس.  كوفيد 19  لقاح كورونا  كورونا  19  كورونا المغرب  المغرب  محمد السادس  ,celebrity,1,"('ملك محمد سادس تلقى جرع أولى من لقاح مضاد لكوفيد 19 . ذلك عند إشراف يوم خميس قصر ملكي فاس ، على إطلاق حمل وطني تلقيح ضد فيروس . كوفيد 19 لقاح كور كور 19 كور مغرب مغرب محمد سادس', 'Gulf')"
 خادم الحرمين الشريفين يتلقي الجرعه الاولي من لقاح كورونا  كوفيد   19 ..  ,celebrity,1,"('خادم حرم شريف تلقى جرع أولى من لقاح كور كوفيد 19 . .', 'Gulf')"
 طرد سمير صفير مطلب سمير صفير عديم الكرامه يوصف دولتنا بالارهابيه ويتلقي لقاح كورونا مجانا في الممكله صدق انكم شعوب طارئه وتبيعون نفسكم عشان الفلوس  ,info_news,0,"('طرد سمير صفير مطلب سمير صفير عديم كرام وصف دول إرهابي تلقى لقاح كور مجان في الممكله صدق إنكم شعوب طارئ بيع نفس شأن فلوس', 'Nile Basin')"
اشعر انني في بيئه اكثر تحكما بزمام الامور، وهذا يجعلني اشعر بامان اكثر لا اود ان اقول اكثر من الدنمارك ولكن مستوي جوده التنفيذ عاليه جدا سعاده السفير الدنماركي في  السعوديه وحديث مع قناه الاخباريه عن تجربته في اخذ لقاح كورونا  ,personal,1,"('شعر أن في بيئ أكثر حكم زمام أمور ، هذا جعل شعر أمان أكثر لا ود أن قول أكثر من دنمارك لكن مستوى جود تنفيذ عالي جد سعاد سفير دنماركي في سعودي حديث مع قنا إخباري عن تجرب في أخذ لقاح كور', 'Modern Standard Arabic')"
نتمني بلوغ وتيره 170 الف تطعيم يوميا في غضون يومين مما يعد رقما قياسيا عالميا. يمكننا التخلص من الوباء سريعا جدا، لكن يستحيل انجاز ذلك الا في حال بادرنا سويا الي تلقي التطعيم والالتزام بالقواعد علي حد سواء.,plan,1,"('تمنى بلوغ وتير 170 ألف تطعيم يومي في غضون يوم من عد رقم قياسي عالمي . مكن تخلص من وباء سريع جد ، لكن ستحيل إنجاز ذلك إلا في حال بادر سوي إلى لقي تطعيم ٱلتزام قواعد على حد سواء .', 'Modern Standard Arabic')"
 الشرق عاجل هيئه الادويه الاوروبيه تقر استخدام لقاح موديرنا للوقايه من فيروس كورونا  عاجل,info_news,1,"('شرق عاجل هيئ ادوي أوروبي قر ٱستخدام لقاح موديرنا وقاي من فيروس كور عاجل', 'Nile Basin')"
احقر الناس افراد المافيا في لبنان من زعماء وسياسيين، الذين جمعوا ثرواتهم  ٣٠ سنه من الاموال العامه ومن ودائع الناس والذين تلقوا لقاح كوفيد 19 مع عائلاتهم  في الخارج. في وقت اللبناني يعيش في ظروف معيشيه وصحيه صعبه وينتظر استيراد اللقاح ليحمي من تبقي من افراد عائلته,info_news,1,"('حقر ناس أفراد مافيا في لبنان من زعماء سياسي ، الذين جمع ثرو ٣٠ سن من أموال عام من ودائع ناس الذين تلق لقاح كوفيد 19 مع عائل في خارج . في وقت لبناني عيش في ظروف معيشي صحي صعب نتظر ٱستيراد لقاح حمى من بقى من أفراد عائل', 'Modern Standard Arabic')"
 الامارات تعلن توفير لقاح  كورونا للجميع بدءا من سن 16 عاما    العربيه,info_news,1,"('أمار علن توفير لقاح كور جميع بدء من سن 16 عام عربي', 'Gulf')"
بحمد الله تلقيت اليوم لقاح كورونا،خالص الشكر لقيادتنا الرشيده والتي جعلت سلامه  المواطنين همها الاول، كما لايفوتني ان اهنئ اخي معالي وزير الصحه   علي ماشهدته اليوم من تنظيم رائع وعمل مميز.,personal,1,"('حمد الله تلقي يوم لقاح كور ، خالص شكر قياد رشيد التي جعل سلام مواطن هم أول ، كما لايفوتني أن هنئ أخي معالي وزير صح على ماشهدته يوم من تنظيم رائع عمل مميز .', 'Modern Standard Arabic')"
الحمدلله..  تلقيت اليوم الجرعه الاولي من  لقاح كوفيد 19 استقبال جميل وتنظيم رائع ومميز والجميع في خدمتك كل الشكر لحكومتنا الرشيده   ولكل العاملين بالقطاع الصحي علي جهودهم الرائعه..    ,personal,1,"('الحمدلله . . تلقي يوم جرع أولى من لقاح كوفيد 19 ٱستقبال جميل تنظيم رائع مميز جميع في خدم كل شكر حكوم رشيد كل عامل قطاع صحي على جهود رائع . .', 'Gulf')"
رويترز: السعوديه تحصل علي اول امدادات لقاح استرا زينيكا للوقايه من كوفيد 19 من معهد سيروم الهندي في غضون اسبوع.,plan,1,"('رويترز : سعودي حصل على أول إمداد لقاح أسترا زينيكا وقاي من كوفيد 19 من معهد روم هندي في غضون أسبوع .', 'Modern Standard Arabic')"
الياس رحال للاذاعه: توزيع  لقاح كورونا تدريجيا حسب الكثافه السكانيه لكل منطقه    ,info_news,1,"('إلياس رحال إذاع : توزيع لقاح كور تدريجي حسب كثاف سكاني كل منطق', 'Gulf')"
اللقاح الامريكي مفروض علي العراق فرضا  نريد لقاح امن,info_news,1,"('لقاح أمريكي مفروض على عراق فرض ريد لقاح آمن', 'Modern Standard Arabic')"
بعد الاتكال علي الله وتاكيدات وزاره الصحه بان لقاح فايز امن ومفيد سنذهب يوم الاربعاء القادم باذن الله .لاخذ اللقاح. ولكن لو حدث مكروه ولايحمد علي مكروه سوي الله سبحانه وتعالي من نقاضي الشركه المنتجه ام وزاره الصحه ام الاثنتان معا افيدونا يامحامين,personal,1,"('بعد ٱتكال على الله تأكيد وزار صح أن لقاح فايز آمن مفيد ذهب يوم أربعاء قادم إذن الله . أخذ لقاح . لكن لو حدث مكروه ولايحمد على مكروه سوى الله سبحان تعالى من قاضي شرك منتج أم وزار صح أم الٱثنتان معا أفيدونا يامحامين', 'Modern Standard Arabic')"
 رئيسه وزراء نيوزيلاندا اعلنت ان حدود بلادها هتفضل مقفوله معظم السنه  ٢٠٢١  بسبب تداعيات فيروس كورونا خارج البلاد  عدد الحالات ٤ فقط  ولكن هتعمل بعض ترتيبات السفر بين استراليا ودول الجوار لحين تطعيم جميع المواطنين داخل نيوزيلاندا  ,restrictions,1,"('رئيس وزراء نيوزيلاندا أعلن أن حدود بلاد هتفضل مقفوله معظم سن ٢٠٢١ سبب تداعي فيروس كور خارج بلاد عدد حال ٤ فقط لكن هتعمل عض ترتيب سفر بين أستراليا دول جوار حين تطعيم جميع مواطن داخل نيوزيلاندا', 'Modern Standard Arabic')"
 نريد لقاح امن حتي ترجع الحياه الي طبيعتها بعدما اوقف الفايروس كل شي,personal,1,"('ريد لقاح آمن حتى رجع حيا إلى طبيع بعد أوقف الفايروس كل شي', 'Gulf')"
نكروا 70 سنه من مساعدات السعوديه والامارات..ما فيهم ينكروا استلام لقاحات تطعيم؟,others,0,"('نكر 70 سن من مساعد سعودي امارات . . ما في نكر استلام لقاحات تطعيم ؟', 'Nile Basin')"
 خادم الحرمين   حفظه الله   يتلقي الجرعه الاولي من لقاح كورونا.  الله يطول بعمرك ويخليك لوطنك وشعبك ..  ,celebrity,1,"('خادم حرم حفظ الله تلقى جرع أولى من لقاح كور . الله طول عمر خلي وطن شعب . .', 'Gulf')"
  عاجل | وصل قبل قليل الي العاصمه مسقط لقاح ضد فايروس كورونا من جمهوريه الهند وهو لقاح من صناعه هنديه.  المصدر : وزير الخارجيه الهندي عبر تويتر  ,plan,1,"('عاجل | وصل قبل قليل إلى عاصم مسقط لقاح ضد فايروس كور من جمهوري هند هو لقاح من صناع هندي . مصدر : وزير خارجي هندي عبر تويتر', 'Modern Standard Arabic')"
الخطه الوطنيه للتلقيح :  2.1 لقاح من فايزر بتمويل من البنك الدولي  50 الف جرعه تصل مطلع فبراير  2.4 لقاح عبر منصه كوفاكس مارس  1.5 لقاح من استرازينكا مارس  المجموع حوالي 6 مليون لقاح  لبنان بحاجه  ل 8 الي 9 مليون جرعه لقاح لتحقيق المناعه المجتمعيهتلقيح 80 % من المجتمع,plan,1,"('خط وطني تلقيح : 2 . 1 لقاح من فايزر تمويل من بنك دولي 50 ألف جرع صل مطلع فبراير 2 . 4 لقاح عبر منص كوفاكس مارس 1 . 5 لقاح من استرازينكا مارس مجموع حوال 6 مليون لقاح لبنان حاج ل 8 إلى 9 مليون جرع لقاح تحقيق مناع المجتمعيهتلقيح 80 % من مجتمع', 'Gulf')"
 ورد الان | الهيئه المصريه للشراء الموحد تقول ان اولي دفعات لقاح استرازينيكا اوكسفورد ستصل غدا الاحد     19  مصر  ,info_news,1,"('رد آن | هيئ مصري شراء موحد قول إن أولى دفع لقاح أسترازينيكا أوكسفورد صل غد أحد 19 مصر', 'Modern Standard Arabic')"
شاهد.. نائب امير منطقه  نجران الامير تركي بن هذلول بن عبدالعزيز  حفظه الله  يتلقي الجرعه الاولي من لقاح  كورونا.  ,info_news,1,"('شاهد . . نائب أمير منطق نجران أمير تركي بن هذلول بن عبدالعزيز حفظ الله تلقى جرع أولى من لقاح كور .', 'Modern Standard Arabic')"
      انا اصبحت عاجز عن التفكير  تسب السعوديه وحكامها تفرش لك الورود ،، ويستقبل عند مسؤل كبير في الاعلام وياخذ لقاح كورونا اه ياوطني,personal,1,"('انا أصبح عاجز عن تفكير سب سعودي حكام فرش لك ورود ، ، ستقبل عند مسؤل كبير في إعلام أخذ لقاح كور آه وطن', 'Nile Basin')"
 عاجل : الصحه تعلن عن تاجيل مواعيد الجرعه الاولي من لقاح كورونا لمن لديه موعد مسبق .,plan,1,"('عاجل : صح علن عن تأجيل مواعيد جرع أولى من لقاح كور من لدي موعد مسبق .', 'Modern Standard Arabic')"
الصحه:  البدء باعطاء لقاح كورونا للمستفيدين من الفئه الثالثه والتي تشمل جميع الراغبين في اخد اللقاح من المواطنين والمقيمين بمختلف الاعمار، مع استمرار منحه لاصحاب الفئتين الاولي والثانيه.  ,info_news,1,"('صح : بدء إعطاء لقاح كور مستفيد من فئ ثالث التي شمل جميع راغب في خد لقاح من مواطن مقيم مختلف أعمار ، مع ٱستمرار منح أصحاب فئ أولى ثاني .', 'Modern Standard Arabic')"
وسائل اعلام عبريه: اصابه 10 من افراد طاقم طبي في مستشفي اسرائيلي بفيروس  كورونا رغم تلقيهم جرعتين من لقاح فايزر بيونتيك المضاد للفيروس  ,info_news,0,"('وسائل إعلام عبري : أصاب 10 من أفراد طاقم طبي في مستشفى إسرائيلي فيروس كور رغم لقي جرع من لقاح فايزر بيونتيك مضاد فيروس', 'Modern Standard Arabic')"
فورار: معهد  باستور هو من سيتكفل بتخزين اللقاح فور وصوله   لقاح كورونا   لقاح كورونا بالجزائر     19  ,info_news,1,"('فورار : معهد باستور هو من تكفل تخزين لقاح فور وصول لقاح كور لقاح كور جزائر 19', 'Gulf')"
الدفعه الاولي من لقاح  فايزر الاميركي تصل الي  الاردن لتلقيح 10% من عدد السكان  ,info_news,1,"('دفع أولى من لقاح فايزر أميركي صل إلى أردن تلقيح 10 % من عدد سكان', 'Modern Standard Arabic')"
  بالعافيه وصحه دائمه والدنا القائد  خادم الحرمين الشريفين  قائد الامه الاسلاميه والعربيه  الملك سلمان بن عبدالعزيز  الملك يتلقي لقاح كورونا  ,celebrity,1,"('عافي صح دائم والد قائد خادم حرم شريف قائد أم إسلامي عربي ملك سلمان بن عبدالعزيز ملك تلقى لقاح كور', 'Nile Basin')"
هشام حداد يتلقي لقاح كورونا مباشره علي الهواء شاهدوا اعاده حلقه من  لهون وبس عبر الرابط التالي          ,info_news,1,"('هشام حداد تلقى لقاح كور مباشر على هواء شاهد إعاد حلق من لهو بس عبر NOAN تالي', 'Gulf')"
وليس يصح في الاذهان شيء  اذا احتاج .. النهار الي دليل  حفظ الله  خادم الحرمين الشريفين  الملك يتلقي لقاح كورونا  ,celebrity,1,"('ليس صح في أذهان شيء إذا ٱحتاج . . نهار إلى دليل حفظ الله خادم حرم شريف ملك تلقى لقاح كور', 'Modern Standard Arabic')"
س: ما مدي فاعليه جرعه واحده من كل لقاح من لقاحات كوفيد 19؟ . اليكم ما نعرفه حتي الان. 1  ,info_news,1,"('س : ما مدى فاعلي جرع واحد من كل لقاح من لقاحات كوفيد 19 ؟ . إلي ما عرف حتى آن . 1', 'Modern Standard Arabic')"
لقاحات من الامارات الي دمشق صحيفه الاخبار اللبنانيه وصلت الي مطار بيروت قبل ايام طائره اماراتيه خاصه، حملت جرعات من لقاح كورونا تكفي 50 شخص، ونحو ١٠ ساعات يد من ماركه رولكس وقد جري مباشره شحن اللقاحات والساعات الي العاصمه السوريه دمشق.  ,info_news,1,"('لقاحات من أمار إلى دمشق صحيف أخبار لبناني وصل إلى مطار بيروت قبل أيام طائر إماراتي خاص ، حمل جرع من لقاح كور كفي 50 شخص ، نحو ١٠ ساع يد من مارك رولكس قد جرى مباشر شحن اللقاحات ساع إلى عاصم سوري دمشق .', 'Gulf')"
البحرين تتسلم اول دفعه من لقاح استرازينيكا ضد كورونا  ,info_news,1,"('بحر تسلم أول دفع من لقاح أسترازينيكا ضد كور', 'Nile Basin')"
سمو ⁧ وزير الرياضه⁩ الامير عبدالعزيز بن تركي الفيصل يتلقي الجرعه الاولي من لقاح ⁧ كورونا⁩.  ⁧  ,celebrity,1,"('سم وزير رياض أمير عبدالعزيز بن تركي فيصل تلقى جرع اولى من لقاح كور .', 'Nile Basin')"
 لقاح كورونا  انما اعظكم بواحده ان تقوموا لله مثاني وفرادي ثم تتفكروا من اصدقه الله التحدي بالحق علي الواقع الحقيقي في شان ما يسمونه فايروس  كورونا؟ فهل تحدي كافه اطباء البشر ام تحدي المهدي المنتظر..  الامام ناصر محمد اليماني 26   رمضان   1441 ه 19   05   2020 م  ,personal,0,"('لقاح كور إن عظ واحد أن قوم لله مثاني فرادى ثم تفكر من صدق الله تحدي حق على واقع حقيقي في شأن ما سم فايروس كور ؟ هل تحدي آف أطباء بشر أم تحدي مهدي منتظر . . إمام ناصر محمد يماني 26 رمضان 1441 ه 19 05 2020 م', 'Modern Standard Arabic')"
فلا بد ان يعلم الجميع ان عذاب ما يسمونه فايروس  كورونا هو من العذاب الادني دون العذاب الاكبر لعلهم يتضرعون الي ربهم ليكشف عنهم عذابه برحمته ليتبعوا داعي الحق من ربهم ويسلموا تسليما..  الامام ناصر محمد اليماني 26   رمضان   1441 ه  كوفيد 20   كورونا الجديد   لقاح كورونا  ,others,0,"('لا بد أن علم جميع أن عذاب ما سم فايروس كور هو من عذاب أدنى دون عذاب أكبر لعل تضرع إلى رب كشف عن عذاب رحم تبع داعي حق من رب سلم تسليم . . إمام ناصر محمد يماني 26 رمضان 1441 ه كوفيد 20 كور جديد لقاح كور', 'Modern Standard Arabic')"
النرويج تحقق في سبب وفاه ٢٣ مريض من المسنين بعد تلقيهم لقاح فايزر. هل من داعي للقلق؟  حتي الان تلقي ٢٠ الف اللقاح في النروج  يموت اسبوعيا حوالي ٤٠٠ مسن مقيم في دور الرعايه 1/2  ,info_news,1,"('نرويج تحقق في سبب وفا ٢٣ مريض من مسن بعد لقي لقاح فايزر . هل من داعي قلق ؟ حتى آن تلقى ٢٠ ألف لقاح في نروج موت أسبوعي حوال ٤٠٠ مسن مقيم في دور رعاي 1 / 2', 'Gulf')"
 الشرق عاجل الصحه العالميه: فلسطين وتونس تتسلمان لقاح فايزر بيونتك الشهر الجاري عبر مبادره كوفاكس  عاجل,info_news,1,"('شرق عاجل صح عالمي : فلسطين تونس تسلم لقاح فايزر بيونتك شهر جاري عبر مبادر كوفاكس عاجل', 'Nile Basin')"
حكم بالاعدام في قضيه قتل. اتخفف ل ١٥ سنه سجن.  فدخول اخته البرلمان عن ائتلاف موالي للسيسي. ثم تبرعات من اخته لصندوق تحيا مصر.  ثم عفو رئاسي لهشام. فدخوله و شغله مع الوزرات بواحده من اكبر شركات العقارات في مصر. و دلوقتي تعاقد وزاره الصحه و الصندوق مع شركته علي لقاح الكورونا   ,info_news,1,"('حكم إعدام في قضي قتل . تخفف ل ١٥ سن سجن . دخول أخت برلمان عن ٱئتلاف موالي للسيسي . ثم تبرع من أخت صندوق تحي مصر . ثم عفو رئاسي هشام . دخول و شغل مع الوزرات واحد من أكبر شرك عقار في مصر . و دلوقتي تعاقد وزار صح و صندوق مع شرك على لقاح الكورونا', 'Nile Basin')"
ما سر المعمرين الذين هزموا فيروس  كورونا؟ وهل يمكن تطعيم الحوامل؟  ,info_news,0,"('ما سر معمر الذين هزم فيروس كور ؟ هل مكن تطعيم حوامل ؟', 'Modern Standard Arabic')"
متحدث وزاره الصحه:  مستمرون في التوسع لتوفير لقاح فيروس كورونا في مناطق المملكه.,info_news,1,"('متحدث وزار صح : مستمر في توسع توفير لقاح فيروس كور في مناطق مملك .', 'Gulf')"
هل تعلم ان تجمع كوفاكس   لتامين المطاعيم هو تجمع لتامين المطعوم للدول الاشد فقرا!! هل فعلا حكومتنا لا تستطيع دفع 20 مليون دولار ثمن مليون مطعوم مستعجل مثل اي دوله تحترم نفسها ؟؟ هل يوجد سبب علمي ام انه تقصير .. ؟؟        ,unrelated,0,"('هل علم أن جمع كوفاكس تأمين المطاعيم هو جمع تأمين مطعوم دول أشد قرآ ! ! هل فعل حكوم لا ستطيع دفع 20 مليون دولار ثمن مليون مطعوم مستعجل مثل أي دول حترم نفس ؟ ؟ هل وجد سبب علمي أم أن تقصير . . ؟ ؟', 'Modern Standard Arabic')"
المملكه الاردنيه الهاشميه بدات السلطات الصحيه بها باعطاء النازحين السوريين لقاح كورونا في مخيم الزعتري اسوه بالمواطنين الاردنيين .  شكرا للمملكه الاردنيه الهاشميه .,info_news,1,"('مملك أردني هاشمي بدأ سلط صحي ب إعطاء نازح سوري لقاح كور في مخيم الزعتري أسو مواطن أردني . شكر مملك أردني هاشمي .', 'Modern Standard Arabic')"
رابط تسجيل لقاح كوفيد 19 لطريحي الفراش     ,plan,1,"('رابط تسجيل لقاح كوفيد 19 طريح فراش', 'Levant')"
صور.. تطعيم الرئيس اردوغان بلقاح كورونا     ,celebrity,1,"('صور . . تطعيم رئيس أردوغان لقاح كور', 'Levant')"
للتو انتهيت من اخذ الجرعه الاولي ل  لقاح كورونا في مركز تلقي اللقاح بمعارض الظهران بالشرقيه ولله الحمد والمنه  شكرا لملكنا وولي عهده الامين وكافه القائمين علي تسهيل تلقي اللقاح في وقت قياسي وتنظيم واستقبال  جزاكم الله عنا خير الجزاء   ,personal,1,"('تو ٱنتهي من أخذ جرع أولى ل لقاح كور في مركز لقي لقاح معارض ظهر شرقي لله حمد ألم شكر ملك ولي عهد أمين آف قائم على تسهيل لقي لقاح في وقت قياسي تنظيم ٱستقبال جزآ الله عن خير جزاء', 'Gulf')"
سنضغط علي الكوادر الصحيه لاخذ المطعوم | مساعد امين عام وزاره الصحه للرعايه الصحيه الاوليه، غازي شركس   لقاح كورونا  كورونا الاردن  صوت المملكه  هنا المملكه  ,plan,1,"('ضغط على كوادر صحي خذ مطعوم | ساعد آمين عام وزار صح رعاي صحي أولي ، غاز شركس لقاح كور كور اردن صوت مملك هنا مملك', 'Nile Basin')"
   *رئيس شركه فايزر لم يتلقي تطعيم كوفيد ١٩ حتي الان والعذر اقبح من الذنب .*  ,personal,0,"('* رئيس شرك فايزر لم تلقى تطعيم كوفيد ١٩ حتى آن عذر أقبح من ذنب . *', 'Modern Standard Arabic')"
. دول الغرب يحرمون الدواء، ويهدون اللقاح !! ونحن تحت رعايه ولي الفقيه دام ظله ..   الامام الخامنئي  ايران  لقاح امن  ,personal,-1,"('. دول غرب حرم دواء ، هد لقاح ! ! نحن تحت رعاي ولي فقيه دام ظل . . إمام NOAN إيران لقاح آمن', 'Modern Standard Arabic')"
الامارات : توفير لقاح كورونا لجميع المواطنين والمقيمين بدءا من 16 عاما  ,info_news,1,"('أمار : توفير لقاح كور جميع مواطن مقيم بدء من 16 عام', 'Modern Standard Arabic')"
اعطاء اول مطعوم لكورونا في محافظه اربد بمستشفي بسمه,info_news,1,"('إعطاء أول مطعوم كور في محافظ ربد مستشفى سم', 'Gulf')"
 عاجل | متحدثه التعليم : سوف يكون هناك اولويه للمعلمين والمعلمات لاخذ لقاح كورونا .,plan,1,"('عاجل | متحدث تعليم : سوف كون هناك أولوي معلم معلم أخذ لقاح كور .', 'Modern Standard Arabic')"
«الصحه» تعلن الاحد مستجدات  لقاح كورونا.. وتحديثات امنيه من «الداخليه»   ,plan,1,"('« صح » علن أحد مستجد لقاح كور . . تحديث أمني من « داخلي »', 'Gulf')"
الرئيس المنتخب بايدن يحصل علي جرعته الثانيه من لقاح فيروس كورونا  ,info_news,1,"('رئيس منتخب بايدن حصل على جرع ثاني من لقاح فيروس كور', 'Gulf')"
عاجل:  المغرب يرخص رسميا لاستعمال لقاح استرازينيكا !  وزاره الصحه المغربيه تقرر، منح ترخيص مؤقت للاستعمال الاستعجالي للقاح مختبر استرازينيكا. وسيسري الترخيص لمده 12 شهرا ابتداء من 6 يناير 2021 ، ويحمل اللقاح الاسم التجاري كوفيشيلد.  ,info_news,1,"('عاجل : مغرب رخص رسمي ٱستعمال لقاح أسترازينيكا ! وزار صح مغربي تقرر ، منح ترخيص مؤقت ٱستعمال ٱستعجالي لقاح مختبر أسترازينيكا . سرى ترخيص مد 12 شهر ٱبتداء من 6 يناير 2021 ، حمل لقاح ٱسم تجاري كوفيشيلد .', 'Gulf')"
بعد تسريع عمليه الانتاج.. شركه فايزر: تسليم جرعات لقاح  كورونا للدول الاوروبيه سيتاخر لاسبوع واحد  العربيه  ,info_news,1,"('بعد تسريع عملي إنتاج . . شرك فايزر : تسليم جرع لقاح كور دول أوروبي تأخر اسبوع واحد عربي', 'Nile Basin')"
الفنان اللبناني جو رعد يتلقي لقاح كورونا في السعوديه ويتحضر لاصدار اغنيه جديده  ,celebrity,1,"('فنان لبناني جو رعد تلقى لقاح كور في سعودي تحظر إصدار اغني جديد', 'Nile Basin')"
ما علينا من اللي لابس ملابس زوجته  خذتوا اللقاح؟  لقاح كورونا   يدا بيد نتعافي,others,1,"('ما علي من لي لابس ملابس زوج خذتوا لقاح ؟ لقاح كور يد بيد تعافى', 'Gulf')"
لقاح كورونا يطيح برئيس اركان الجيش الاسباني     ,celebrity,-1,"('لقاح كور طيح رئيس أركان جيش اسباني', 'Levant')"
عدد كبير من المراجعين المسنين برفقه ابناءهم، ينتظرون دورهم لتلقي مطعوم  كوفيد 19  الاردن  ,info_news,1,"('عدد كبير من مراجع مثن رفق أبناء ، نتظر دور لقي مطعوم كوفيد 19 أردن', 'Nile Basin')"
وصول شحنات من لقاح  سبوتنيك  الي ولايه  تيبازه  ,info_news,1,"('وصول شحن من لقاح سبوتنيك إلى ولاي تيبازه', 'Gulf')"
الجزائر.. لا لقاح لا حليب لا بوليساريو  ,info_news,1,"('جزائر . . لا لقاح لا حليب لا بوليساريو', 'Modern Standard Arabic')"
 عاجل |  الرئيس المنتخب، جو بايدن اثناء تلقيه للجرعه الثانيه من لقاح :   لا يجب ان يبقي  ترامب في منصبه وتحدثت مع اعضاء بمجلس الشيوخ حول عزله    يجب محاسبه من تسببوا باحداث الاقتحام ولست قلقا من مراسم التنصيب  ,celebrity,1,"('عاجل | رئيس منتخب ، جو بايدن أثناء لقي جرع ثاني من لقاح : لا جب أن بقى ترامب في منصب تحدث مع أعضاء مجلس شيوخ حول عزل جب محاسب من تسبب أحداث ٱقتحام لس قلق من مراسم تنصيب', 'Modern Standard Arabic')"
 الملك يتلقي لقاح كورونا  الملك سلمان بن عبدالعزيز الي يحب  الملك سلمان بن عبدالعزيز ال سعود يعمل قلب  ويعمل رتويت  ,celebrity,1,"('ملك تلقى لقاح كور ملك سلمان بن عبدالعزيز اللي حب ملك سلمان بن عبدالعزيز آل سعود عمل قلب عمل رتويت', 'Maghreb')"
زيدوا عندكن.. الشيعه عندن :  طعم السنه عندن :  لقاح المسيحيين عندن :  ڤاكسيين الارمن : هيدا خدو ابره خليك غود  ,unrelated,0,"('زيد عند . . شيع عند : طعم سن عند : لقاح مسيحي عند : ڤاكسيين أرمن : هيدا خد إبر خلى غود', 'Levant')"
ردا علي تغريده عون و علي تياره قال  نصرالله ان الفضل في حفظ سياده لبنان عائد الي صواريخ  حزب الله  كذلك اي تحسن مالي واقتصادي، وعائدات استخراج النفط والغاز هي نتيجه اسلحه المقاومه وكل قرار في لبنان يرتبط باراده الحزب وبحمايه صواريخه.  مساء الخير  لبنان ينتفض  لقاح كورونا,unrelated,0,"('رد على تغريد عون و على تيار قال نصرالله أن فضل في حفظ سياد لبنان عائد إلى صواريخ حزب الله ذلك أي تحسن مالي ٱقتصادي ، عائد ٱستخراج نفط غاز هي نتيج أسلح مقاوم كل قرار في لبنان رتبط إراد حزب حماي صواريخ . مساء خير لبنان نتفض لقاح كور', 'Modern Standard Arabic')"
من الصبح بتابع خناقات بين اللي مع الثوره واللي ضدها وانا مليش علاقه بالموضوع انا كنت في ابتدائي وكان في تطعيم حقن في المدرسه ايامها فالعيال طلعوا ان سوزان مبارك حاطه سم في الحقن فمخدنهاش ونطينا من علي السور ,unrelated,0,"('من صبح تابع خناق بين اللي مع ثور اللي ضد انا مليش علاق موضوع انا كن في ابتدائي كان في تطعيم قن في مدرس أيام عيال طلع إن سوزان مبارك حاط ثم في حقن فمخدنهاش ونطينا من على سور', 'Nile Basin')"
في اسبانيا    استقاله رئيس اركان الجيش الاسباني بعد اتهامات باستغلال المنصب والحصول علي لقاح  كورونا,rumors,1,"('في إسبانيا ٱستقال رئيس أركان جيش إسباني بعد ٱتهام ٱستغلال منصب حصول على لقاح كور', 'Gulf')"
وزير الخارجيه التونسي:صبري، بوقادوم اكد لي ان الجزائر ستتقاسم معنا جرعات لقاح كورونا فور التحصل عليها  ,info_news,1,"('وزير خارجي تونسي : صبري ، بوقادوم أكد ل أن جزائر تقاسم مع جرع لقاح كور فور التحصل علي', 'Gulf')"
لقاح فيروس كورونا: نتائج مبشره للقاح فايزر بيونتيك في اسرائيل     عربي  ,info_news,1,"('لقاح فيروس كور : نتائج بشر لقاح فايزر بيونتيك في إسرائيل عربي', 'Nile Basin')"
ذبحتونا اول ما طلع كورونا نبا لقاح ونبا لقاح، ويوم ظهر اللقاح متروعين تاخذونه وتجذبونه,personal,1,"('ذبحتونا أول ما طلع كور نبأ لقاح نبأ لقاح ، يوم ظهر لقاح متروعين أخذ جذب', 'Gulf')"
 نريد لقاح امن حتي ترجع الحياه الي طبيعتها بعدما اوقف الفايروس كل شي,requests,1,"('ريد لقاح آمن حتى رجع حيا إلى طبيع بعد أوقف الفايروس كل شي', 'Gulf')"
 عاجل|  وزير الصحه التركي: بدء تطعيم المواطنين ممن تجاوزوا 90 عاما بلقاح كورونا من منازلهم اعتبارا من الثلاثاء,info_news,1,"('عاجل | وزير صح تركي : بدء تطعيم مواطن من تجاوز 90 عام لقاح كور من منازل ٱعتبار من ثلاثاء', 'Modern Standard Arabic')"
